task_id,surface,adsorbate,seed,calculator,population_size,generations,n_carbon
67,Ag100,2-heptanone,2,5m,60,200,7
68,Ag100,2-heptanone,3,5m,60,200,7
69,Ag100,2-heptanone,4,5m,60,200,7
70,Ag100,2-heptanone,5,5m,60,200,7
71,Ag100,2-heptanone,6,5m,60,200,7
72,Ag100,2-hexanone,1,sevennet_omni,60,200,6
73,Ag100,2-hexanone,2,sevennet_omni,60,200,6
74,Ag100,2-hexanone,3,sevennet_omni,60,200,6
75,Ag100,2-hexanone,4,sevennet_omni,60,200,6
76,Ag100,2-hexanone,5,sevennet_omni,60,200,6
77,Ag100,2-hexanone,6,sevennet_omni,60,200,6
78,Ag100,2-hexanone,1,5m,60,200,6
79,Ag100,2-hexanone,2,5m,60,200,6
80,Ag100,2-hexanone,3,5m,60,200,6
81,Ag100,2-hexanone,4,5m,60,200,6
82,Ag100,2-hexanone,5,5m,60,200,6
83,Ag100,2-hexanone,6,5m,60,200,6
84,Ag100,2-pentanone,1,sevennet_omni,60,200,5
85,Ag100,2-pentanone,2,sevennet_omni,60,200,5
86,Ag100,2-pentanone,3,sevennet_omni,60,200,5
87,Ag100,2-pentanone,4,sevennet_omni,60,200,5
88,Ag100,2-pentanone,5,sevennet_omni,60,200,5
89,Ag100,2-pentanone,6,sevennet_omni,60,200,5
90,Ag100,2-pentanone,1,5m,60,200,5
91,Ag100,2-pentanone,2,5m,60,200,5
92,Ag100,2-pentanone,3,5m,60,200,5
93,Ag100,2-pentanone,4,5m,60,200,5
94,Ag100,2-pentanone,5,5m,60,200,5
95,Ag100,2-pentanone,6,5m,60,200,5
96,Ag100,3-MTHF,1,sevennet_omni,60,200,5
97,Ag100,3-MTHF,2,sevennet_omni,60,200,5
98,Ag100,3-MTHF,3,sevennet_omni,60,200,5
99,Ag100,3-MTHF,4,sevennet_omni,60,200,5
100,Ag100,3-MTHF,5,sevennet_omni,60,200,5
101,Ag100,3-MTHF,6,sevennet_omni,60,200,5
102,Ag100,3-MTHF,1,5m,60,200,5
103,Ag100,3-MTHF,2,5m,60,200,5
104,Ag100,3-MTHF,3,5m,60,200,5
105,Ag100,3-MTHF,4,5m,60,200,5
106,Ag100,3-MTHF,5,5m,60,200,5
107,Ag100,3-MTHF,6,5m,60,200,5
108,Ag100,3-hydroxypropionic_acid,1,sevennet_omni,60,200,3
109,Ag100,3-hydroxypropionic_acid,2,sevennet_omni,60,200,3
110,Ag100,3-hydroxypropionic_acid,3,sevennet_omni,60,200,3
111,Ag100,3-hydroxypropionic_acid,4,sevennet_omni,60,200,3
112,Ag100,3-hydroxypropionic_acid,5,sevennet_omni,60,200,3
113,Ag100,3-hydroxypropionic_acid,6,sevennet_omni,60,200,3
114,Ag100,3-hydroxypropionic_acid,1,5m,60,200,3
115,Ag100,3-hydroxypropionic_acid,2,5m,60,200,3
116,Ag100,3-hydroxypropionic_acid,3,5m,60,200,3
117,Ag100,3-hydroxypropionic_acid,4,5m,60,200,3
118,Ag100,3-hydroxypropionic_acid,5,5m,60,200,3
119,Ag100,3-hydroxypropionic_acid,6,5m,60,200,3
120,Ag100,5-HMF,1,sevennet_omni,60,200,6
121,Ag100,5-HMF,2,sevennet_omni,60,200,6
122,Ag100,5-HMF,3,sevennet_omni,60,200,6
123,Ag100,5-HMF,4,sevennet_omni,60,200,6
124,Ag100,5-HMF,5,sevennet_omni,60,200,6
125,Ag100,5-HMF,6,sevennet_omni,60,200,6
126,Ag100,5-HMF,1,5m,60,200,6
127,Ag100,5-HMF,2,5m,60,200,6
128,Ag100,5-HMF,3,5m,60,200,6
129,Ag100,5-HMF,4,5m,60,200,6
130,Ag100,5-HMF,5,5m,60,200,6
131,Ag100,5-HMF,6,5m,60,200,6
132,Ag100,5-heptanone,1,sevennet_omni,60,200,7
133,Ag100,5-heptanone,2,sevennet_omni,60,200,7
134,Ag100,5-heptanone,3,sevennet_omni,60,200,7
135,Ag100,5-heptanone,4,sevennet_omni,60,200,7
136,Ag100,5-heptanone,5,sevennet_omni,60,200,7
137,Ag100,5-heptanone,6,sevennet_omni,60,200,7
138,Ag100,5-heptanone,1,5m,60,200,7
139,Ag100,5-heptanone,2,5m,60,200,7
140,Ag100,5-heptanone,3,5m,60,200,7
141,Ag100,5-heptanone,4,5m,60,200,7
142,Ag100,5-heptanone,5,5m,60,200,7
143,Ag100,5-heptanone,6,5m,60,200,7
144,Ag100,5-methylfurfural,1,sevennet_omni,60,200,6
145,Ag100,5-methylfurfural,2,sevennet_omni,60,200,6
146,Ag100,5-methylfurfural,3,sevennet_omni,60,200,6
147,Ag100,5-methylfurfural,4,sevennet_omni,60,200,6
148,Ag100,5-methylfurfural,5,sevennet_omni,60,200,6
149,Ag100,5-methylfurfural,6,sevennet_omni,60,200,6
150,Ag100,5-methylfurfural,1,5m,60,200,6
151,Ag100,5-methylfurfural,2,5m,60,200,6
152,Ag100,5-methylfurfural,3,5m,60,200,6
153,Ag100,5-methylfurfural,4,5m,60,200,6
154,Ag100,5-methylfurfural,5,5m,60,200,6
155,Ag100,5-methylfurfural,6,5m,60,200,6
156,Ag100,CH4,1,sevennet_omni,60,200,1
157,Ag100,CH4,2,sevennet_omni,60,200,1
158,Ag100,CH4,3,sevennet_omni,60,200,1
159,Ag100,CH4,1,5m,60,200,1
160,Ag100,CH4,2,5m,60,200,1
161,Ag100,CH4,3,5m,60,200,1
162,Ag100,CO,1,sevennet_omni,60,200,1
163,Ag100,CO,2,sevennet_omni,60,200,1
164,Ag100,CO,3,sevennet_omni,60,200,1
165,Ag100,CO,1,5m,60,200,1
166,Ag100,CO,2,5m,60,200,1
167,Ag100,CO,3,5m,60,200,1
168,Ag100,CO2,1,sevennet_omni,60,200,1
169,Ag100,CO2,2,sevennet_omni,60,200,1
170,Ag100,CO2,3,sevennet_omni,60,200,1
171,Ag100,CO2,1,5m,60,200,1
172,Ag100,CO2,2,5m,60,200,1
173,Ag100,CO2,3,5m,60,200,1
174,Ag100,DME,1,sevennet_omni,60,200,2
175,Ag100,DME,2,sevennet_omni,60,200,2
176,Ag100,DME,3,sevennet_omni,60,200,2
177,Ag100,DME,1,5m,60,200,2
178,Ag100,DME,2,5m,60,200,2
179,Ag100,DME,3,5m,60,200,2
180,Ag100,DMSO,1,sevennet_omni,60,200,2
181,Ag100,DMSO,2,sevennet_omni,60,200,2
182,Ag100,DMSO,3,sevennet_omni,60,200,2
183,Ag100,DMSO,1,5m,60,200,2
184,Ag100,DMSO,2,5m,60,200,2
185,Ag100,DMSO,3,5m,60,200,2
186,Ag100,H2,1,sevennet_omni,60,200,0
187,Ag100,H2,2,sevennet_omni,60,200,0
188,Ag100,H2,3,sevennet_omni,60,200,0
189,Ag100,H2,1,5m,60,200,0
190,Ag100,H2,2,5m,60,200,0
191,Ag100,H2,3,5m,60,200,0
192,Ag100,H2O,1,sevennet_omni,60,200,0
193,Ag100,H2O,2,sevennet_omni,60,200,0
194,Ag100,H2O,3,sevennet_omni,60,200,0
195,Ag100,H2O,1,5m,60,200,0
196,Ag100,H2O,2,5m,60,200,0
197,Ag100,H2O,3,5m,60,200,0
198,Ag100,H2S,1,sevennet_omni,60,200,0
199,Ag100,H2S,2,sevennet_omni,60,200,0
200,Ag100,H2S,3,sevennet_omni,60,200,0
201,Ag100,H2S,1,5m,60,200,0
202,Ag100,H2S,2,5m,60,200,0
203,Ag100,H2S,3,5m,60,200,0
204,Ag100,N2,1,sevennet_omni,60,200,0
205,Ag100,N2,2,sevennet_omni,60,200,0
206,Ag100,N2,3,sevennet_omni,60,200,0
207,Ag100,N2,1,5m,60,200,0
208,Ag100,N2,2,5m,60,200,0
209,Ag100,N2,3,5m,60,200,0
210,Ag100,NH3,1,sevennet_omni,60,200,0
211,Ag100,NH3,2,sevennet_omni,60,200,0
212,Ag100,NH3,3,sevennet_omni,60,200,0
213,Ag100,NH3,1,5m,60,200,0
214,Ag100,NH3,2,5m,60,200,0
215,Ag100,NH3,3,5m,60,200,0
216,Ag100,NO,1,sevennet_omni,60,200,0
217,Ag100,NO,2,sevennet_omni,60,200,0
218,Ag100,NO,3,sevennet_omni,60,200,0
219,Ag100,NO,1,5m,60,200,0
220,Ag100,NO,2,5m,60,200,0
221,Ag100,NO,3,5m,60,200,0
222,Ag100,NO2,1,sevennet_omni,60,200,0
223,Ag100,NO2,2,sevennet_omni,60,200,0
224,Ag100,NO2,3,sevennet_omni,60,200,0
225,Ag100,NO2,1,5m,60,200,0
226,Ag100,NO2,2,5m,60,200,0
227,Ag100,NO2,3,5m,60,200,0
228,Ag100,O2,1,sevennet_omni,60,200,0
229,Ag100,O2,2,sevennet_omni,60,200,0
230,Ag100,O2,3,sevennet_omni,60,200,0
231,Ag100,O2,1,5m,60,200,0
232,Ag100,O2,2,5m,60,200,0
233,Ag100,O2,3,5m,60,200,0
234,Ag100,SO2,1,sevennet_omni,60,200,0
235,Ag100,SO2,2,sevennet_omni,60,200,0
236,Ag100,SO2,3,sevennet_omni,60,200,0
237,Ag100,SO2,1,5m,60,200,0
238,Ag100,SO2,2,5m,60,200,0
239,Ag100,SO2,3,5m,60,200,0
240,Ag100,THF,1,sevennet_omni,60,200,4
241,Ag100,THF,2,sevennet_omni,60,200,4
242,Ag100,THF,3,sevennet_omni,60,200,4
243,Ag100,THF,4,sevennet_omni,60,200,4
244,Ag100,THF,5,sevennet_omni,60,200,4
245,Ag100,THF,6,sevennet_omni,60,200,4
246,Ag100,THF,1,5m,60,200,4
247,Ag100,THF,2,5m,60,200,4
248,Ag100,THF,3,5m,60,200,4
249,Ag100,THF,4,5m,60,200,4
250,Ag100,THF,5,5m,60,200,4
251,Ag100,THF,6,5m,60,200,4
252,Ag100,acetaldehyde,1,sevennet_omni,60,200,2
253,Ag100,acetaldehyde,2,sevennet_omni,60,200,2
254,Ag100,acetaldehyde,3,sevennet_omni,60,200,2
255,Ag100,acetaldehyde,1,5m,60,200,2
256,Ag100,acetaldehyde,2,5m,60,200,2
257,Ag100,acetaldehyde,3,5m,60,200,2
258,Ag100,acetic_acid,1,sevennet_omni,60,200,2
259,Ag100,acetic_acid,2,sevennet_omni,60,200,2
260,Ag100,acetic_acid,3,sevennet_omni,60,200,2
261,Ag100,acetic_acid,1,5m,60,200,2
262,Ag100,acetic_acid,2,5m,60,200,2
263,Ag100,acetic_acid,3,5m,60,200,2
264,Ag100,acetone,1,sevennet_omni,60,200,3
265,Ag100,acetone,2,sevennet_omni,60,200,3
266,Ag100,acetone,3,sevennet_omni,60,200,3
267,Ag100,acetone,4,sevennet_omni,60,200,3
268,Ag100,acetone,5,sevennet_omni,60,200,3
269,Ag100,acetone,6,sevennet_omni,60,200,3
270,Ag100,acetone,1,5m,60,200,3
271,Ag100,acetone,2,5m,60,200,3
272,Ag100,acetone,3,5m,60,200,3
273,Ag100,acetone,4,5m,60,200,3
274,Ag100,acetone,5,5m,60,200,3
275,Ag100,acetone,6,5m,60,200,3
276,Ag100,acetophenone,1,sevennet_omni,60,200,8
277,Ag100,acetophenone,2,sevennet_omni,60,200,8
278,Ag100,acetophenone,3,sevennet_omni,60,200,8
279,Ag100,acetophenone,4,sevennet_omni,60,200,8
280,Ag100,acetophenone,5,sevennet_omni,60,200,8
281,Ag100,acetophenone,6,sevennet_omni,60,200,8
282,Ag100,acetophenone,1,5m,60,200,8
283,Ag100,acetophenone,2,5m,60,200,8
284,Ag100,acetophenone,3,5m,60,200,8
285,Ag100,acetophenone,4,5m,60,200,8
286,Ag100,acetophenone,5,5m,60,200,8
287,Ag100,acetophenone,6,5m,60,200,8
288,Ag100,aniline,1,sevennet_omni,60,200,6
289,Ag100,aniline,2,sevennet_omni,60,200,6
290,Ag100,aniline,3,sevennet_omni,60,200,6
291,Ag100,aniline,4,sevennet_omni,60,200,6
292,Ag100,aniline,5,sevennet_omni,60,200,6
293,Ag100,aniline,6,sevennet_omni,60,200,6
294,Ag100,aniline,1,5m,60,200,6
295,Ag100,aniline,2,5m,60,200,6
296,Ag100,aniline,3,5m,60,200,6
297,Ag100,aniline,4,5m,60,200,6
298,Ag100,aniline,5,5m,60,200,6
299,Ag100,aniline,6,5m,60,200,6
300,Ag100,benzaldehyde,1,sevennet_omni,60,200,7
301,Ag100,benzaldehyde,2,sevennet_omni,60,200,7
302,Ag100,benzaldehyde,3,sevennet_omni,60,200,7
303,Ag100,benzaldehyde,4,sevennet_omni,60,200,7
304,Ag100,benzaldehyde,5,sevennet_omni,60,200,7
305,Ag100,benzaldehyde,6,sevennet_omni,60,200,7
306,Ag100,benzaldehyde,1,5m,60,200,7
307,Ag100,benzaldehyde,2,5m,60,200,7
308,Ag100,benzaldehyde,3,5m,60,200,7
309,Ag100,benzaldehyde,4,5m,60,200,7
310,Ag100,benzaldehyde,5,5m,60,200,7
311,Ag100,benzaldehyde,6,5m,60,200,7
312,Ag100,benzene,1,sevennet_omni,60,200,6
313,Ag100,benzene,2,sevennet_omni,60,200,6
314,Ag100,benzene,3,sevennet_omni,60,200,6
315,Ag100,benzene,4,sevennet_omni,60,200,6
316,Ag100,benzene,5,sevennet_omni,60,200,6
317,Ag100,benzene,6,sevennet_omni,60,200,6
318,Ag100,benzene,1,5m,60,200,6
319,Ag100,benzene,2,5m,60,200,6
320,Ag100,benzene,3,5m,60,200,6
321,Ag100,benzene,4,5m,60,200,6
322,Ag100,benzene,5,5m,60,200,6
323,Ag100,benzene,6,5m,60,200,6
324,Ag100,butadiene,1,sevennet_omni,60,200,4
325,Ag100,butadiene,2,sevennet_omni,60,200,4
326,Ag100,butadiene,3,sevennet_omni,60,200,4
327,Ag100,butadiene,4,sevennet_omni,60,200,4
328,Ag100,butadiene,5,sevennet_omni,60,200,4
329,Ag100,butadiene,6,sevennet_omni,60,200,4
330,Ag100,butadiene,1,5m,60,200,4
331,Ag100,butadiene,2,5m,60,200,4
332,Ag100,butadiene,3,5m,60,200,4
333,Ag100,butadiene,4,5m,60,200,4
334,Ag100,butadiene,5,5m,60,200,4
335,Ag100,butadiene,6,5m,60,200,4
336,Ag100,butanal,1,sevennet_omni,60,200,4
337,Ag100,butanal,2,sevennet_omni,60,200,4
338,Ag100,butanal,3,sevennet_omni,60,200,4
339,Ag100,butanal,4,sevennet_omni,60,200,4
340,Ag100,butanal,5,sevennet_omni,60,200,4
341,Ag100,butanal,6,sevennet_omni,60,200,4
342,Ag100,butanal,1,5m,60,200,4
343,Ag100,butanal,2,5m,60,200,4
344,Ag100,butanal,3,5m,60,200,4
345,Ag100,butanal,4,5m,60,200,4
346,Ag100,butanal,5,5m,60,200,4
347,Ag100,butanal,6,5m,60,200,4
348,Ag100,butane,1,sevennet_omni,60,200,4
349,Ag100,butane,2,sevennet_omni,60,200,4
350,Ag100,butane,3,sevennet_omni,60,200,4
351,Ag100,butane,4,sevennet_omni,60,200,4
352,Ag100,butane,5,sevennet_omni,60,200,4
353,Ag100,butane,6,sevennet_omni,60,200,4
354,Ag100,butane,1,5m,60,200,4
355,Ag100,butane,2,5m,60,200,4
356,Ag100,butane,3,5m,60,200,4
357,Ag100,butane,4,5m,60,200,4
358,Ag100,butane,5,5m,60,200,4
359,Ag100,butane,6,5m,60,200,4
360,Ag100,butyric_acid,1,sevennet_omni,60,200,4
361,Ag100,butyric_acid,2,sevennet_omni,60,200,4
362,Ag100,butyric_acid,3,sevennet_omni,60,200,4
363,Ag100,butyric_acid,4,sevennet_omni,60,200,4
364,Ag100,butyric_acid,5,sevennet_omni,60,200,4
365,Ag100,butyric_acid,6,sevennet_omni,60,200,4
366,Ag100,butyric_acid,1,5m,60,200,4
367,Ag100,butyric_acid,2,5m,60,200,4
368,Ag100,butyric_acid,3,5m,60,200,4
369,Ag100,butyric_acid,4,5m,60,200,4
370,Ag100,butyric_acid,5,5m,60,200,4
371,Ag100,butyric_acid,6,5m,60,200,4
372,Ag100,caproic_acid,1,sevennet_omni,60,200,6
373,Ag100,caproic_acid,2,sevennet_omni,60,200,6
374,Ag100,caproic_acid,3,sevennet_omni,60,200,6
375,Ag100,caproic_acid,4,sevennet_omni,60,200,6
376,Ag100,caproic_acid,5,sevennet_omni,60,200,6
377,Ag100,caproic_acid,6,sevennet_omni,60,200,6
378,Ag100,caproic_acid,1,5m,60,200,6
379,Ag100,caproic_acid,2,5m,60,200,6
380,Ag100,caproic_acid,3,5m,60,200,6
381,Ag100,caproic_acid,4,5m,60,200,6
382,Ag100,caproic_acid,5,5m,60,200,6
383,Ag100,caproic_acid,6,5m,60,200,6
384,Ag100,citric_acid,1,sevennet_omni,60,200,6
385,Ag100,citric_acid,2,sevennet_omni,60,200,6
386,Ag100,citric_acid,3,sevennet_omni,60,200,6
387,Ag100,citric_acid,4,sevennet_omni,60,200,6
388,Ag100,citric_acid,5,sevennet_omni,60,200,6
389,Ag100,citric_acid,6,sevennet_omni,60,200,6
390,Ag100,citric_acid,1,5m,60,200,6
391,Ag100,citric_acid,2,5m,60,200,6
392,Ag100,citric_acid,3,5m,60,200,6
393,Ag100,citric_acid,4,5m,60,200,6
394,Ag100,citric_acid,5,5m,60,200,6
395,Ag100,citric_acid,6,5m,60,200,6
396,Ag100,cyclobutanone,1,sevennet_omni,60,200,4
397,Ag100,cyclobutanone,2,sevennet_omni,60,200,4
398,Ag100,cyclobutanone,3,sevennet_omni,60,200,4
399,Ag100,cyclobutanone,4,sevennet_omni,60,200,4
400,Ag100,cyclobutanone,5,sevennet_omni,60,200,4
401,Ag100,cyclobutanone,6,sevennet_omni,60,200,4
402,Ag100,cyclobutanone,1,5m,60,200,4
403,Ag100,cyclobutanone,2,5m,60,200,4
404,Ag100,cyclobutanone,3,5m,60,200,4
405,Ag100,cyclobutanone,4,5m,60,200,4
406,Ag100,cyclobutanone,5,5m,60,200,4
407,Ag100,cyclobutanone,6,5m,60,200,4
408,Ag100,cyclohexanone,1,sevennet_omni,60,200,6
409,Ag100,cyclohexanone,2,sevennet_omni,60,200,6
410,Ag100,cyclohexanone,3,sevennet_omni,60,200,6
411,Ag100,cyclohexanone,4,sevennet_omni,60,200,6
412,Ag100,cyclohexanone,5,sevennet_omni,60,200,6
413,Ag100,cyclohexanone,6,sevennet_omni,60,200,6
414,Ag100,cyclohexanone,1,5m,60,200,6
415,Ag100,cyclohexanone,2,5m,60,200,6
416,Ag100,cyclohexanone,3,5m,60,200,6
417,Ag100,cyclohexanone,4,5m,60,200,6
418,Ag100,cyclohexanone,5,5m,60,200,6
419,Ag100,cyclohexanone,6,5m,60,200,6
420,Ag100,cyclopentanone,1,sevennet_omni,60,200,5
421,Ag100,cyclopentanone,2,sevennet_omni,60,200,5
422,Ag100,cyclopentanone,3,sevennet_omni,60,200,5
423,Ag100,cyclopentanone,4,sevennet_omni,60,200,5
424,Ag100,cyclopentanone,5,sevennet_omni,60,200,5
425,Ag100,cyclopentanone,6,sevennet_omni,60,200,5
426,Ag100,cyclopentanone,1,5m,60,200,5
427,Ag100,cyclopentanone,2,5m,60,200,5
428,Ag100,cyclopentanone,3,5m,60,200,5
429,Ag100,cyclopentanone,4,5m,60,200,5
430,Ag100,cyclopentanone,5,5m,60,200,5
431,Ag100,cyclopentanone,6,5m,60,200,5
432,Ag100,diethyl_ether,1,sevennet_omni,60,200,4
433,Ag100,diethyl_ether,2,sevennet_omni,60,200,4
434,Ag100,diethyl_ether,3,sevennet_omni,60,200,4
435,Ag100,diethyl_ether,4,sevennet_omni,60,200,4
436,Ag100,diethyl_ether,5,sevennet_omni,60,200,4
437,Ag100,diethyl_ether,6,sevennet_omni,60,200,4
438,Ag100,diethyl_ether,1,5m,60,200,4
439,Ag100,diethyl_ether,2,5m,60,200,4
440,Ag100,diethyl_ether,3,5m,60,200,4
441,Ag100,diethyl_ether,4,5m,60,200,4
442,Ag100,diethyl_ether,5,5m,60,200,4
443,Ag100,diethyl_ether,6,5m,60,200,4
444,Ag100,dimethyl_succinate,1,sevennet_omni,60,200,6
445,Ag100,dimethyl_succinate,2,sevennet_omni,60,200,6
446,Ag100,dimethyl_succinate,3,sevennet_omni,60,200,6
447,Ag100,dimethyl_succinate,4,sevennet_omni,60,200,6
448,Ag100,dimethyl_succinate,5,sevennet_omni,60,200,6
449,Ag100,dimethyl_succinate,6,sevennet_omni,60,200,6
450,Ag100,dimethyl_succinate,1,5m,60,200,6
451,Ag100,dimethyl_succinate,2,5m,60,200,6
452,Ag100,dimethyl_succinate,3,5m,60,200,6
453,Ag100,dimethyl_succinate,4,5m,60,200,6
454,Ag100,dimethyl_succinate,5,5m,60,200,6
455,Ag100,dimethyl_succinate,6,5m,60,200,6
456,Ag100,ethanol,1,sevennet_omni,60,200,2
457,Ag100,ethanol,2,sevennet_omni,60,200,2
458,Ag100,ethanol,3,sevennet_omni,60,200,2
459,Ag100,ethanol,1,5m,60,200,2
460,Ag100,ethanol,2,5m,60,200,2
461,Ag100,ethanol,3,5m,60,200,2
462,Ag100,ethyl_acetate,1,sevennet_omni,60,200,4
463,Ag100,ethyl_acetate,2,sevennet_omni,60,200,4
464,Ag100,ethyl_acetate,3,sevennet_omni,60,200,4
465,Ag100,ethyl_acetate,4,sevennet_omni,60,200,4
466,Ag100,ethyl_acetate,5,sevennet_omni,60,200,4
467,Ag100,ethyl_acetate,6,sevennet_omni,60,200,4
468,Ag100,ethyl_acetate,1,5m,60,200,4
469,Ag100,ethyl_acetate,2,5m,60,200,4
470,Ag100,ethyl_acetate,3,5m,60,200,4
471,Ag100,ethyl_acetate,4,5m,60,200,4
472,Ag100,ethyl_acetate,5,5m,60,200,4
473,Ag100,ethyl_acetate,6,5m,60,200,4
474,Ag100,ethylene,1,sevennet_omni,60,200,2
475,Ag100,ethylene,2,sevennet_omni,60,200,2
476,Ag100,ethylene,3,sevennet_omni,60,200,2
477,Ag100,ethylene,1,5m,60,200,2
478,Ag100,ethylene,2,5m,60,200,2
479,Ag100,ethylene,3,5m,60,200,2
480,Ag100,formaldehyde,1,sevennet_omni,60,200,1
481,Ag100,formaldehyde,2,sevennet_omni,60,200,1
482,Ag100,formaldehyde,3,sevennet_omni,60,200,1
483,Ag100,formaldehyde,1,5m,60,200,1
484,Ag100,formaldehyde,2,5m,60,200,1
485,Ag100,formaldehyde,3,5m,60,200,1
486,Ag100,formate,1,sevennet_omni,60,200,1
487,Ag100,formate,2,sevennet_omni,60,200,1
488,Ag100,formate,3,sevennet_omni,60,200,1
489,Ag100,formate,1,5m,60,200,1
490,Ag100,formate,2,5m,60,200,1
491,Ag100,formate,3,5m,60,200,1
492,Ag100,formic_acid,1,sevennet_omni,60,200,1
493,Ag100,formic_acid,2,sevennet_omni,60,200,1
494,Ag100,formic_acid,3,sevennet_omni,60,200,1
495,Ag100,formic_acid,1,5m,60,200,1
496,Ag100,formic_acid,2,5m,60,200,1
497,Ag100,formic_acid,3,5m,60,200,1
498,Ag100,furan,1,sevennet_omni,60,200,4
499,Ag100,furan,2,sevennet_omni,60,200,4
500,Ag100,furan,3,sevennet_omni,60,200,4
501,Ag100,furan,4,sevennet_omni,60,200,4
502,Ag100,furan,5,sevennet_omni,60,200,4
503,Ag100,furan,6,sevennet_omni,60,200,4
504,Ag100,furan,1,5m,60,200,4
505,Ag100,furan,2,5m,60,200,4
506,Ag100,furan,3,5m,60,200,4
507,Ag100,furan,4,5m,60,200,4
508,Ag100,furan,5,5m,60,200,4
509,Ag100,furan,6,5m,60,200,4
510,Ag100,furfural,1,sevennet_omni,60,200,5
511,Ag100,furfural,2,sevennet_omni,60,200,5
512,Ag100,furfural,3,sevennet_omni,60,200,5
513,Ag100,furfural,4,sevennet_omni,60,200,5
514,Ag100,furfural,5,sevennet_omni,60,200,5
515,Ag100,furfural,6,sevennet_omni,60,200,5
516,Ag100,furfural,1,5m,60,200,5
517,Ag100,furfural,2,5m,60,200,5
518,Ag100,furfural,3,5m,60,200,5
519,Ag100,furfural,4,5m,60,200,5
520,Ag100,furfural,5,5m,60,200,5
521,Ag100,furfural,6,5m,60,200,5
522,Ag100,furfuryl_alcohol,1,sevennet_omni,60,200,5
523,Ag100,furfuryl_alcohol,2,sevennet_omni,60,200,5
524,Ag100,furfuryl_alcohol,3,sevennet_omni,60,200,5
525,Ag100,furfuryl_alcohol,4,sevennet_omni,60,200,5
